"","Screen","Name","marker"
"1368","ALS_C6","BHC - Total","X"
"1369","ALS_C6","BHC (alpha)","X"
"1370","ALS_C6","BHC (beta)","X"
"1371","ALS_C6","BHC (delta)","X"
"1372","ALS_C6","BHC-gamma (Lindane)","X"
"1373","ALS_C6","Bifenthrin","X"
"1374","ALS_C6","Bioresmethrin","X"
"1375","ALS_C6","Bitertanol","X"
"1376","ALS_C6","Boscalid","X"
"1377","ALS_C6","Bromophos - ethyl","X"
"1378","ALS_C6","Bupirimate","X"
"1379","ALS_C6","Buprofezin","X"
"1380","ALS_C6","Captan","X"
"1381","ALS_C6","Carbaryl","X"
"1382","ALS_C6","Carbendazim","X"
"1383","ALS_C6","Chlorantraniliprole","X"
"1384","ALS_C6","Chlordane","X"
"1385","ALS_C6","Chlorfenapyr","X"
"1386","ALS_C6","Chlorpyrifos","X"
"1387","ALS_C6","Chlorpyrifos methyl","X"
"1388","ALS_C6","Chlorthal - dimethyl","X"
"1389","ALS_C6","Clofentezine","X"
"1390","ALS_C6","Cyfluthrin","X"
"1391","ALS_C6","Cyfluthrin-beta","X"
"1392","ALS_C6","Cyhalothrin","X"
"1393","ALS_C6","Cypermethrin","X"
"1394","ALS_C6","Cypermethrin-alpha","X"
"1395","ALS_C6","Cyproconazole","X"
"1396","ALS_C6","Cyprodinil","X"
"1397","ALS_C6","DDD (p,p)","X"
"1398","ALS_C6","DDE (p,p)","X"
"1399","ALS_C6","DDT - o,p'","X"
"1400","ALS_C6","DDT (p,p)","X"
"1401","ALS_C6","Deltamethrin","X"
"1402","ALS_C6","Demeton-s-methyl","X"
"1403","ALS_C6","Diazinon","X"
"1404","ALS_C6","Dichlofluanid","X"
"1405","ALS_C6","Dichlorvos","X"
"1406","ALS_C6","Dicloran","X"
"1407","ALS_C6","Dicofol","X"
"1408","ALS_C6","Dieldrin","X"
"1409","ALS_C6","Difenoconazole","X"
"1410","ALS_C6","Dimethoate","X"
"1411","ALS_C6","Dimethomorph","X"
"1412","ALS_C6","Diphenylamine","X"
"1413","ALS_C6","Diuron","X"
"1414","ALS_C6","Endosulfan (alpha)","X"
"1415","ALS_C6","Endosulfan (beta)","X"
"1416","ALS_C6","Endosulfan sulphate","X"
"1417","ALS_C6","Endosulphan Total","X"
"1418","ALS_C6","Endrin","X"
"1419","ALS_C6","Esfenvalerate","X"
"1420","ALS_C6","Fenamiphos","X"
"1421","ALS_C6","Fenarimol","X"
"1422","ALS_C6","Fenhexamid","X"
"1423","ALS_C6","Fenitrothion","X"
"1424","ALS_C6","Fenoxycarb","X"
"1425","ALS_C6","Fenpyroximate","X"
"1426","ALS_C6","Fenthion","X"
"1427","ALS_C6","Fenvalerate","X"
"1428","ALS_C6","Fipronil","X"
"1429","ALS_C6","Flubendiamide","X"
"1430","ALS_C6","Fludioxonil","X"
"1431","ALS_C6","Flusilazole","X"
"1432","ALS_C6","Fluvalinate","X"
"1433","ALS_C6","Heptachlor","X"
"1434","ALS_C6","Heptachlor epoxide","X"
"1435","ALS_C6","Hexachlorobenzene (HCB)","X"
"1436","ALS_C6","Hexaconazole","X"
"1437","ALS_C6","Hexythiazox","X"
"1438","ALS_C6","Imazalil","X"
"1439","ALS_C6","Imidacloprid","X"
"1440","ALS_C6","Indoxacarb","X"
"1441","ALS_C6","Iprodione","X"
"1442","ALS_C6","Kresoxim - methyl","X"
"1443","ALS_C6","Linuron","X"
"1444","ALS_C6","Malathion","X"
"1445","ALS_C6","Metalaxyl","X"
"1446","ALS_C6","Methabenzthiazuron","X"
"1447","ALS_C6","Methacrifos","X"
"1448","ALS_C6","Methamidophos","X"
"1449","ALS_C6","Methidathion","X"
"1450","ALS_C6","Methomyl","X"
"1451","ALS_C6","Methomyl oxime","X"
"1452","ALS_C6","Metribuzin","X"
"1453","ALS_C6","Mevinphos","X"
"1454","ALS_C6","Monocrotophos","X"
"1455","ALS_C6","Myclobutanil","X"
"1456","ALS_C6","Omethoate","X"
"1457","ALS_C6","O-Phenylphenol","X"
"1458","ALS_C6","Oxyfluorfen","X"
"1459","ALS_C6","Paclobutrazol","X"
"1460","ALS_C6","Parathion - ethyl","X"
"1461","ALS_C6","Parathion - methyl","X"
"1462","ALS_C6","Penconazole","X"
"1463","ALS_C6","Pendimethalin","X"
"1464","ALS_C6","Permethrin","X"
"1465","ALS_C6","Phenothrin","X"
"1466","ALS_C6","Phorate","X"
"1467","ALS_C6","Phosmet","X"
"1468","ALS_C6","Piperonyl butoxide","X"
"1469","ALS_C6","Pirimicarb","X"
"1470","ALS_C6","Pirimiphos methyl","X"
"1471","ALS_C6","Prochloraz","X"
"1472","ALS_C6","Procymidone","X"
"1473","ALS_C6","Profenofos","X"
"1474","ALS_C6","Propargite","X"
"1475","ALS_C6","Propiconazole","X"
"1476","ALS_C6","Prosulfocarb","X"
"1477","ALS_C6","Prothiofos","X"
"1478","ALS_C6","Pymetrozine","X"
"1479","ALS_C6","Pyraclostrobin","X"
"1480","ALS_C6","Pyrasulfotole","X"
"1481","ALS_C6","Pyrimethanil","X"
"1482","ALS_C6","Pyriproxifen","X"
"1483","ALS_C6","Quintozene","X"
"1484","ALS_C6","Simazine","X"
"1485","ALS_C6","Spinetoram","X"
"1486","ALS_C6","Spinosad","X"
"1487","ALS_C6","Spirotetramat","X"
"1488","ALS_C6","tau Fluvalinate","X"
"1489","ALS_C6","Tebuconazole","X"
"1490","ALS_C6","Tebufenozide","X"
"1491","ALS_C6","Tebufenpyrad","X"
"1492","ALS_C6","Terbufos","X"
"1493","ALS_C6","Tetradifon","X"
"1494","ALS_C6","Thiabendazole","X"
"1495","ALS_C6","Thiacloprid","X"
"1496","ALS_C6","Thiamethoxam","X"
"1497","ALS_C6","Tolclophos methyl","X"
"1498","ALS_C6","Triadimefon","X"
"1499","ALS_C6","Triadimenol","X"
"1500","ALS_C6","Trichlorfon","X"
"1501","ALS_C6","Trifloxystrobin","X"
"1502","ALS_C6","Vamidothion","X"
"1503","ALS_C6","Vinclozolin","X"
"1504","Agrifood (Coles) C6","Acephate","X"
"1505","Agrifood (Coles) C6","Aldrin","X"
"1506","Agrifood (Coles) C6","Alpha BHC","X"
"1507","Agrifood (Coles) C6","alpha Cypermethrin","X"
"1508","Agrifood (Coles) C6","alpha Endosulphan","X"
"1509","Agrifood (Coles) C6","Azinphos ethyl","X"
"1510","Agrifood (Coles) C6","Azinphos methyl","X"
"1511","Agrifood (Coles) C6","Benalaxyl","X"
"1512","Agrifood (Coles) C6","Beta BHC","X"
"1513","Agrifood (Coles) C6","beta Cyfluthrin","X"
"1514","Agrifood (Coles) C6","beta Endosulphan","X"
"1515","Agrifood (Coles) C6","BHC - Total","X"
"1516","Agrifood (Coles) C6","Bifenthrin","X"
"1517","Agrifood (Coles) C6","Bioresmethrin","X"
"1518","Agrifood (Coles) C6","Bitertanol","X"
"1519","Agrifood (Coles) C6","Bromophos ethyl","X"
"1520","Agrifood (Coles) C6","Buprimate","X"
"1521","Agrifood (Coles) C6","Buprofezin","X"
"1522","Agrifood (Coles) C6","Captan","X"
"1523","Agrifood (Coles) C6","Carbaryl","X"
"1524","Agrifood (Coles) C6","Chlordane","X"
"1525","Agrifood (Coles) C6","Chlorfenapyr","X"
"1526","Agrifood (Coles) C6","Chlorothalonil","X"
"1527","Agrifood (Coles) C6","Chlorpyrifos","X"
"1528","Agrifood (Coles) C6","Chlorpyrifos methyl","X"
"1529","Agrifood (Coles) C6","Chlorthal dimethyl","X"
"1530","Agrifood (Coles) C6","Clofentezine","X"
"1531","Agrifood (Coles) C6","Cyfluthrin","X"
"1532","Agrifood (Coles) C6","Cyhalothrin","X"
"1533","Agrifood (Coles) C6","Cypermethrin","X"
"1534","Agrifood (Coles) C6","Cyproconazole","X"
"1535","Agrifood (Coles) C6","Cyprodinil","X"
"1536","Agrifood (Coles) C6","DDD - pp","X"
"1537","Agrifood (Coles) C6","DDE - pp","X"
"1538","Agrifood (Coles) C6","DDT - pp","X"
"1539","Agrifood (Coles) C6","DDT - Total","X"
"1540","Agrifood (Coles) C6","Delta BHC","X"
"1541","Agrifood (Coles) C6","Deltamethrin","X"
"1542","Agrifood (Coles) C6","Demeton-s-methyl","X"
"1543","Agrifood (Coles) C6","Diazinon","X"
"1544","Agrifood (Coles) C6","Dichlofluanid","X"
"1545","Agrifood (Coles) C6","Dichlorvos","X"
"1546","Agrifood (Coles) C6","Dicloran","X"
"1547","Agrifood (Coles) C6","Dicofol","X"
"1548","Agrifood (Coles) C6","Dieldrin","X"
"1549","Agrifood (Coles) C6","Difenoconazole","X"
"1550","Agrifood (Coles) C6","Dimethoate","X"
"1551","Agrifood (Coles) C6","Dimethomorph","X"
"1552","Agrifood (Coles) C6","Diphenylamine","X"
"1553","Agrifood (Coles) C6","Endosulfan - Sulphate","X"
"1554","Agrifood (Coles) C6","Endosulphan - Total","X"
"1555","Agrifood (Coles) C6","Endrin","X"
"1556","Agrifood (Coles) C6","Esfenvalerate","X"
"1557","Agrifood (Coles) C6","Fenamiphos","X"
"1558","Agrifood (Coles) C6","Fenarimol","X"
"1559","Agrifood (Coles) C6","Fenitrothion","X"
"1560","Agrifood (Coles) C6","Fenoxycarb","X"
"1561","Agrifood (Coles) C6","Fenthion","X"
"1562","Agrifood (Coles) C6","Fenvalerate","X"
"1563","Agrifood (Coles) C6","Fipronil","X"
"1564","Agrifood (Coles) C6","Fludioxonil","X"
"1565","Agrifood (Coles) C6","Flusilazole","X"
"1566","Agrifood (Coles) C6","Fluvalinate","X"
"1567","Agrifood (Coles) C6","HCB","X"
"1568","Agrifood (Coles) C6","Heptachlor","X"
"1569","Agrifood (Coles) C6","Heptachlor epoxide","X"
"1570","Agrifood (Coles) C6","Hexaconazole","X"
"1571","Agrifood (Coles) C6","Hexythiazox","X"
"1572","Agrifood (Coles) C6","Imazalil","X"
"1573","Agrifood (Coles) C6","Indoxacarb","X"
"1574","Agrifood (Coles) C6","Iprodione","X"
"1575","Agrifood (Coles) C6","Kresoxim methyl","X"
"1576","Agrifood (Coles) C6"," lambda Cyhalothrin","X"
"1577","Agrifood (Coles) C6","Lindane","X"
"1578","Agrifood (Coles) C6","Linuron","X"
"1579","Agrifood (Coles) C6","Malathion","X"
"1580","Agrifood (Coles) C6","Metalaxyl","X"
"1581","Agrifood (Coles) C6","Methabenzthiazuron","X"
"1582","Agrifood (Coles) C6","Methacrifos","X"
"1583","Agrifood (Coles) C6","Methamidophos","X"
"1584","Agrifood (Coles) C6","Methidathion","X"
"1585","Agrifood (Coles) C6","Metribuzin","X"
"1586","Agrifood (Coles) C6","Mevinphos","X"
"1587","Agrifood (Coles) C6","Monocrotophos","X"
"1588","Agrifood (Coles) C6","Myclobutanil","X"
"1589","Agrifood (Coles) C6","O- phenylphenol","X"
"1590","Agrifood (Coles) C6","Omethoate","X"
"1591","Agrifood (Coles) C6","Oxyfluorfen","X"
"1592","Agrifood (Coles) C6","Paclobutrazol","X"
"1593","Agrifood (Coles) C6","Parathion ethyl","X"
"1594","Agrifood (Coles) C6","Parathion methyl","X"
"1595","Agrifood (Coles) C6","Penconazole","X"
"1596","Agrifood (Coles) C6","Pendimethalin","X"
"1597","Agrifood (Coles) C6","Permethrin","X"
"1598","Agrifood (Coles) C6","Phenothrin","X"
"1599","Agrifood (Coles) C6","Phorate","X"
"1600","Agrifood (Coles) C6","Phosmet","X"
"1601","Agrifood (Coles) C6","Piperonyl butoxide","X"
"1602","Agrifood (Coles) C6","Pirimicarb","X"
"1603","Agrifood (Coles) C6","Pirimiphos methyl","X"
"1604","Agrifood (Coles) C6","Prochloraz","X"
"1605","Agrifood (Coles) C6","Procymidone","X"
"1606","Agrifood (Coles) C6","Profenofos","X"
"1607","Agrifood (Coles) C6","Propargite","X"
"1608","Agrifood (Coles) C6","Propiconazole","X"
"1609","Agrifood (Coles) C6","Prothiofos","X"
"1610","Agrifood (Coles) C6","Pyrethrins","X"
"1611","Agrifood (Coles) C6","Pyrimethanil","X"
"1612","Agrifood (Coles) C6","Pyriproxifen","X"
"1613","Agrifood (Coles) C6","Quintozene","X"
"1614","Agrifood (Coles) C6","Simazine","X"
"1615","Agrifood (Coles) C6","tau - Fluvalinate","X"
"1616","Agrifood (Coles) C6","Tebuconazole","X"
"1617","Agrifood (Coles) C6","Tebufenpyrad","X"
"1618","Agrifood (Coles) C6","Terbufos","X"
"1619","Agrifood (Coles) C6","Tetradifon","X"
"1620","Agrifood (Coles) C6","Tolclophos methyl","X"
"1621","Agrifood (Coles) C6","Triadimefon","X"
"1622","Agrifood (Coles) C6","Triadimenol","X"
"1623","Agrifood (Coles) C6","Trichlorfon","X"
"1624","Agrifood (Coles) C6","Vamidothion","X"
"1625","Agrifood (Coles) C6","Vinclozolin","X"
"1626","FreshTest_C6","Acephate","X"
"1627","FreshTest_C6","Aldrin","X"
"1628","FreshTest_C6","Azinphos methyl","X"
"1629","FreshTest_C6","Azoxystrobin","X"
"1630","FreshTest_C6","Benalaxyl","X"
"1631","FreshTest_C6","Benomyl","X"
"1632","FreshTest_C6","BHC - alpha","X"
"1633","FreshTest_C6","BHC - beta","X"
"1634","FreshTest_C6","BHC - delta","X"
"1635","FreshTest_C6","BHC - gamma (Lindane)","X"
"1636","FreshTest_C6","Bifenazate diazene","X"
"1637","FreshTest_C6","Bifenazate","X"
"1638","FreshTest_C6","Bifenthrin","X"
"1639","FreshTest_C6","Bioresmethrin","X"
"1640","FreshTest_C6","Biteranol","X"
"1641","FreshTest_C6","Boscalid","X"
"1642","FreshTest_C6","Buprofezin","X"
"1643","FreshTest_C6","Carbaryl","X"
"1644","FreshTest_C6","Carbendazim","X"
"1645","FreshTest_C6","Chlorantaniliprole","X"
"1646","FreshTest_C6","Chlorpyrifos","X"
"1647","FreshTest_C6","Chlorpyrifos methyl","X"
"1648","FreshTest_C6","Chlorthal dimethyl","X"
"1649","FreshTest_C6","Clofentezine","X"
"1650","FreshTest_C6","Cyhalothrin","X"
"1651","FreshTest_C6","Cyhalothrin-lambda","X"
"1652","FreshTest_C6","Cypermethrin","X"
"1653","FreshTest_C6","Cypraconazole","X"
"1654","FreshTest_C6","Cyprodinil","X"
"1655","FreshTest_C6","DDD - p.p.","X"
"1656","FreshTest_C6","DDE - p.p.","X"
"1657","FreshTest_C6","DDT - p.p.","X"
"1658","FreshTest_C6","Deltamethrin","X"
"1659","FreshTest_C6","Diazinon","X"
"1660","FreshTest_C6","Dichlorvos","X"
"1661","FreshTest_C6","Dieldrin","X"
"1662","FreshTest_C6","Difenoconazole","X"
"1663","FreshTest_C6","Dimethoate","X"
"1664","FreshTest_C6","Dimethomorph","X"
"1665","FreshTest_C6","Diuron","X"
"1666","FreshTest_C6","Endosulfan - beta","X"
"1667","FreshTest_C6","Endosulfan - Sulphate","X"
"1668","FreshTest_C6","Endosulfan - Total","X"
"1669","FreshTest_C6","Endosulfan alpha","X"
"1670","FreshTest_C6","Endrin","X"
"1671","FreshTest_C6","Esfenvalerate","X"
"1672","FreshTest_C6","Etoxazole*","X"
"1673","FreshTest_C6","Fenamiphos","X"
"1674","FreshTest_C6","Fenarimol","X"
"1675","FreshTest_C6","Fenhexamid","X"
"1676","FreshTest_C6","Fenitrothion","X"
"1677","FreshTest_C6","Fenoxycarb","X"
"1678","FreshTest_C6","Fenpyroximate","X"
"1679","FreshTest_C6","Fenthion","X"
"1680","FreshTest_C6","Fenthion oxon","X"
"1681","FreshTest_C6","Fenthion oxon sulfone","X"
"1682","FreshTest_C6","Fenthion oxon sulfoxide","X"
"1683","FreshTest_C6","Fenthion sulfone","X"
"1684","FreshTest_C6","Fenthion sulfoxide","X"
"1685","FreshTest_C6","Fenvelarate","X"
"1686","FreshTest_C6","Fipronil","X"
"1687","FreshTest_C6","Fipronil sulphenyl","X"
"1688","FreshTest_C6","Fipronil sulphone","X"
"1689","FreshTest_C6","Fipronil trifluoromethyl","X"
"1690","FreshTest_C6","Fludioxonil","X"
"1691","FreshTest_C6","Flusilazole","X"
"1692","FreshTest_C6","Fluvalinate","X"
"1693","FreshTest_C6","Fluvalinate-tau","X"
"1694","FreshTest_C6","HCB","X"
"1695","FreshTest_C6","Heptachlor","X"
"1696","FreshTest_C6","Heptachlor Epoxide","X"
"1697","FreshTest_C6","Hexaconazole","X"
"1698","FreshTest_C6","Hexythiazox","X"
"1699","FreshTest_C6","Imazalil","X"
"1700","FreshTest_C6","Imidacloprid","X"
"1701","FreshTest_C6","Indoxacarb","X"
"1702","FreshTest_C6","Keto-Endrin","X"
"1703","FreshTest_C6","Kresoxim methyl","X"
"1704","FreshTest_C6","Linuron","X"
"1705","FreshTest_C6","Malathion","X"
"1706","FreshTest_C6","Metalaxyl","X"
"1707","FreshTest_C6","Methamidophos","X"
"1708","FreshTest_C6","Methidathion","X"
"1709","FreshTest_C6","Methomyl","X"
"1710","FreshTest_C6","Methomyl oxime","X"
"1711","FreshTest_C6","Metribuzin","X"
"1712","FreshTest_C6","Mevinphos","X"
"1713","FreshTest_C6","Monocrotophos","X"
"1714","FreshTest_C6","Myclobutanil","X"
"1715","FreshTest_C6","Omethoate","X"
"1716","FreshTest_C6","O-Phenylphenol","X"
"1717","FreshTest_C6","Paclobutrazol","X"
"1718","FreshTest_C6","Parathion methyl","X"
"1719","FreshTest_C6","Penconazole","X"
"1720","FreshTest_C6","Pendimethalin","X"
"1721","FreshTest_C6","Permethrin","X"
"1722","FreshTest_C6","Phorate","X"
"1723","FreshTest_C6","Phosmet","X"
"1724","FreshTest_C6","Piperonyl butoxide","X"
"1725","FreshTest_C6","Pirimicarb","X"
"1726","FreshTest_C6","Pirimiphos methyl","X"
"1727","FreshTest_C6","Prochloraz","X"
"1728","FreshTest_C6","Procymidone","X"
"1729","FreshTest_C6","Profenofos","X"
"1730","FreshTest_C6","Propargite","X"
"1731","FreshTest_C6","Propiconazole","X"
"1732","FreshTest_C6","Prothiofos","X"
"1733","FreshTest_C6","Pymetrozine","X"
"1734","FreshTest_C6","Pyraclostrobin","X"
"1735","FreshTest_C6","Pyrimenthanil","X"
"1736","FreshTest_C6","Pyriproxyfen","X"
"1737","FreshTest_C6","Quintozene","X"
"1738","FreshTest_C6","Spinetoram-A","X"
"1739","FreshTest_C6","Spinetoram-B","X"
"1740","FreshTest_C6","Spinosad-A","X"
"1741","FreshTest_C6","Spinosad-B","X"
"1742","FreshTest_C6","Spirotetramat","X"
"1743","FreshTest_C6","Tebuconazole","X"
"1744","FreshTest_C6","Tebufenozide","X"
"1745","FreshTest_C6","Tebufenpyrad","X"
"1746","FreshTest_C6","Terbufos","X"
"1747","FreshTest_C6","Tetradifon","X"
"1748","FreshTest_C6","Thiabendazole","X"
"1749","FreshTest_C6","Thiacloprid","X"
"1750","FreshTest_C6","Thiamethoxam","X"
"1751","FreshTest_C6","Tolclofos methyl","X"
"1752","FreshTest_C6","Triadimefon","X"
"1753","FreshTest_C6","Triadimenol","X"
"1754","FreshTest_C6","Trichlorfon","X"
"1755","FreshTest_C6","Trifloxystrobin","X"
"1756","FreshTest_C6","Vinclozolin","X"
"1757","FreshTest_C6","Cyfluthrin","X"
"1758","FreshTest_C6","Cyfluthrin-beta","X"
"1759","FreshTest_C6","Cypermethrin-alpha","X"
"1760","FreshTest_C6","Dithianon ","X"
"1761","FreshTest_C6","Flubendamide ","X"
"1762","FreshTest_C6","Phenothrin","X"
"1763","FreshTest_C6","Chlorfenapyr","X"
"1764","FreshTest_C6","Chlorothalonil","X"
"1765","FreshTest_C6","Dicloran","X"
"1766","FreshTest_C6","Diphenylamine","X"
"1767","FreshTest_C6","Iprodione","X"
"1768","FreshTest_C6","o.p Dicofol","X"
"1769","FreshTest_C6","Oxyfluorfen","X"
"1770","FreshTest_C6","p.p Dicofol","X"
"1771","FreshTest_C6","Parathion ethyl","X"
"1772","FreshTest_C6","Pyrethrins ","X"
"1773","FreshTest_C6","Captan","X"
"1774","FreshTest_C6","Dithiocarbamates","X"
